aadhaar,farmer_id,state,district,land_size_acres,usual_crop,irrigation_type,soil_type
100000008140,F008140,Tamil Nadu,TamilDist139,2.4,Paddy,Rainfed,Sandy
100000008141,F008141,Uttar Pradesh,UttarDist128,1.1,Sugarcane,Borewell,Sandy
100000008142,F008142,Andhra Pradesh,AndhraDist150,1.01,Groundnut,Canal,Sandy
100000008143,F008143,Sikkim,SikkimDist13,0.57,Paddy,Canal,Clay
100000008144,F008144,Sikkim,SikkimDist46,1.26,Potato,Canal,Sandy
100000008145,F008145,Andhra Pradesh,AndhraDist77,4.34,Paddy,Rainfed,Clay
100000008146,F008146,Uttar Pradesh,UttarDist171,1.79,Wheat,Borewell,Clay
100000008147,F008147,Kerala,KeralaDist165,3.01,Paddy,Borewell,Sandy
100000008148,F008148,Assam,AssamDist131,6.9,Paddy,Borewell,Clay
100000008149,F008149,Arunachal Pradesh,ArunachalDist118,2.25,Millet,Rainfed,Sandy
100000008150,F008150,Sikkim,SikkimDist25,1.17,Paddy,Rainfed,Clay
100000008151,F008151,Uttar Pradesh,UttarDist157,2.65,Wheat,Rainfed,Clay
100000008152,F008152,Rajasthan,RajasthanDist163,1.18,Cotton,Canal,Clay
100000008153,F008153,Rajasthan,RajasthanDist17,1.22,Cotton,Canal,Loam
100000008154,F008154,Rajasthan,RajasthanDist114,0.54,Bajra,Rainfed,Sandy
100000008155,F008155,Uttar Pradesh,UttarDist188,3.82,Sugarcane,Rainfed,Loam
100000008156,F008156,Manipur,ManipurDist109,1.34,Maize,Borewell,Sandy
100000008157,F008157,Chhattisgarh,ChhattisgarhDist110,2.11,Soybean,Borewell,Sandy
100000008158,F008158,Goa,GoaDist184,0.8,Paddy,Rainfed,Sandy
100000008159,F008159,Manipur,ManipurDist95,2.58,Paddy,Canal,Loam
100000008160,F008160,Himachal Pradesh,HimachalDist83,0.99,Maize,Borewell,Sandy
100000008161,F008161,Sikkim,SikkimDist16,1.63,Paddy,Canal,Clay
100000008162,F008162,Mizoram,MizoramDist32,3.68,Paddy,Borewell,Clay
100000008163,F008163,West Bengal,WestDist35,3.43,Maize,Borewell,Sandy
100000008164,F008164,Manipur,ManipurDist116,1.79,Paddy,Rainfed,Loam
100000008165,F008165,Tamil Nadu,TamilDist1,0.44,Cotton,Rainfed,Loam
100000008166,F008166,Goa,GoaDist1,19.97,Paddy,Rainfed,Sandy
100000008167,F008167,Tripura,TripuraDist176,7.36,Maize,Borewell,Loam
100000008168,F008168,Goa,GoaDist37,3.25,Cashew,Borewell,Loam
100000008169,F008169,Bihar,BiharDist10,1.0,Paddy,Rainfed,Clay
100000008170,F008170,Odisha,OdishaDist128,1.66,Paddy,Rainfed,Clay
100000008171,F008171,Andhra Pradesh,AndhraDist16,1.18,Groundnut,Borewell,Sandy
100000008172,F008172,Haryana,HaryanaDist165,5.01,Paddy,Borewell,Clay
100000008173,F008173,Gujarat,GujaratDist34,2.25,Groundnut,Rainfed,Clay
100000008174,F008174,Meghalaya,MeghalayaDist142,0.97,Millet,Rainfed,Sandy
100000008175,F008175,Bihar,BiharDist107,1.25,Wheat,Rainfed,Clay
100000008176,F008176,Rajasthan,RajasthanDist66,4.47,Wheat,Borewell,Loam
100000008177,F008177,Goa,GoaDist189,6.55,Cashew,Borewell,Clay
100000008178,F008178,Tamil Nadu,TamilDist77,6.19,Sugarcane,Borewell,Clay
100000008179,F008179,Arunachal Pradesh,ArunachalDist172,3.34,Millet,Rainfed,Loam
100000008180,F008180,Arunachal Pradesh,ArunachalDist142,1.49,Paddy,Borewell,Sandy
100000008181,F008181,Bihar,BiharDist150,0.2,Paddy,Rainfed,Loam
100000008182,F008182,Uttarakhand,UttarakhandDist144,2.31,Wheat,Rainfed,Sandy
100000008183,F008183,Himachal Pradesh,HimachalDist80,1.82,Paddy,Borewell,Loam
100000008184,F008184,Assam,AssamDist192,2.04,Paddy,Rainfed,Loam
100000008185,F008185,Jharkhand,JharkhandDist147,1.9,Paddy,Rainfed,Clay
100000008186,F008186,Uttar Pradesh,UttarDist195,0.63,Paddy,Rainfed,Sandy
100000008187,F008187,Manipur,ManipurDist126,2.85,Paddy,Rainfed,Sandy
100000008188,F008188,Arunachal Pradesh,ArunachalDist74,3.02,Millet,Borewell,Clay
100000008189,F008189,Telangana,TelanganaDist73,3.15,Maize,Borewell,Sandy
100000008190,F008190,Tamil Nadu,TamilDist7,3.89,Paddy,Rainfed,Loam
100000008191,F008191,Manipur,ManipurDist152,2.95,Paddy,Rainfed,Clay
100000008192,F008192,Andhra Pradesh,AndhraDist192,1.31,Maize,Borewell,Loam
100000008193,F008193,Haryana,HaryanaDist172,1.72,Cotton,Borewell,Clay
100000008194,F008194,Odisha,OdishaDist25,1.96,Paddy,Borewell,Loam
100000008195,F008195,Maharashtra,MaharashtraDist93,1.99,Sugarcane,Rainfed,Clay
100000008196,F008196,Uttarakhand,UttarakhandDist183,4.05,Rice,Borewell,Loam
100000008197,F008197,Tamil Nadu,TamilDist11,3.05,Sugarcane,Borewell,Clay
100000008198,F008198,Uttarakhand,UttarakhandDist127,9.6,Rice,Rainfed,Loam
100000008199,F008199,Kerala,KeralaDist104,10.65,Rubber,Rainfed,Clay
100000008200,F008200,Manipur,ManipurDist66,1.94,Maize,Borewell,Sandy
100000008201,F008201,Odisha,OdishaDist186,0.2,Paddy,Borewell,Sandy
100000008202,F008202,Himachal Pradesh,HimachalDist191,4.9,Apple,Borewell,Loam
100000008203,F008203,Kerala,KeralaDist35,1.18,Paddy,Rainfed,Sandy
100000008204,F008204,Bihar,BiharDist159,0.96,Maize,Borewell,Loam
100000008205,F008205,Arunachal Pradesh,ArunachalDist109,1.32,Paddy,Borewell,Sandy
100000008206,F008206,Kerala,KeralaDist138,1.27,Paddy,Rainfed,Clay
100000008207,F008207,Haryana,HaryanaDist83,2.97,Paddy,Canal,Loam
100000008208,F008208,Manipur,ManipurDist152,0.52,Paddy,Rainfed,Loam
100000008209,F008209,Karnataka,KarnatakaDist29,0.77,Ragi,Rainfed,Loam
100000008210,F008210,Gujarat,GujaratDist187,2.4,Cotton,Borewell,Sandy
100000008211,F008211,Chhattisgarh,ChhattisgarhDist26,3.0,Soybean,Rainfed,Sandy
100000008212,F008212,Chhattisgarh,ChhattisgarhDist95,3.04,Soybean,Borewell,Sandy
100000008213,F008213,Odisha,OdishaDist87,0.97,Paddy,Rainfed,Loam
100000008214,F008214,Karnataka,KarnatakaDist1,0.83,Maize,Rainfed,Loam
100000008215,F008215,Gujarat,GujaratDist102,1.21,Groundnut,Borewell,Loam
100000008216,F008216,Assam,AssamDist19,2.21,Tea,Rainfed,Sandy
100000008217,F008217,Rajasthan,RajasthanDist17,5.98,Wheat,Borewell,Clay
100000008218,F008218,Bihar,BiharDist4,0.35,Maize,Canal,Loam
100000008219,F008219,Goa,GoaDist53,1.53,Paddy,Borewell,Sandy
100000008220,F008220,Kerala,KeralaDist28,0.63,Coconut,Canal,Clay
100000008221,F008221,Chhattisgarh,ChhattisgarhDist51,0.49,Paddy,Borewell,Loam
100000008222,F008222,Himachal Pradesh,HimachalDist52,3.95,Maize,Borewell,Sandy
100000008223,F008223,Tamil Nadu,TamilDist196,2.82,Sugarcane,Borewell,Loam
100000008224,F008224,Madhya Pradesh,MadhyaDist88,2.61,Wheat,Borewell,Clay
100000008225,F008225,Tamil Nadu,TamilDist52,3.81,Cotton,Canal,Clay
100000008226,F008226,Maharashtra,MaharashtraDist95,1.24,Cotton,Canal,Sandy
100000008227,F008227,Haryana,HaryanaDist114,1.29,Wheat,Rainfed,Loam
100000008228,F008228,Kerala,KeralaDist138,10.47,Paddy,Canal,Sandy
100000008229,F008229,Chhattisgarh,ChhattisgarhDist97,1.5,Maize,Borewell,Sandy
100000008230,F008230,Assam,AssamDist87,3.28,Paddy,Borewell,Sandy
100000008231,F008231,Andhra Pradesh,AndhraDist65,1.83,Maize,Borewell,Sandy
100000008232,F008232,Sikkim,SikkimDist55,0.42,Potato,Borewell,Loam
100000008233,F008233,Tripura,TripuraDist86,0.35,Maize,Borewell,Sandy
100000008234,F008234,Jharkhand,JharkhandDist92,1.15,Maize,Borewell,Loam
100000008235,F008235,Punjab,PunjabDist44,4.24,Wheat,Rainfed,Loam
100000008236,F008236,Mizoram,MizoramDist107,3.42,Paddy,Rainfed,Sandy
100000008237,F008237,Kerala,KeralaDist119,3.79,Rubber,Rainfed,Clay
100000008238,F008238,Jharkhand,JharkhandDist87,0.83,Maize,Canal,Loam
100000008239,F008239,Meghalaya,MeghalayaDist34,6.64,Paddy,Rainfed,Sandy
100000008240,F008240,Haryana,HaryanaDist64,0.84,Paddy,Rainfed,Clay
100000008241,F008241,Odisha,OdishaDist109,2.16,Paddy,Rainfed,Sandy
100000008242,F008242,Gujarat,GujaratDist121,1.81,Paddy,Rainfed,Loam
100000008243,F008243,Tamil Nadu,TamilDist108,1.59,Cotton,Rainfed,Clay
100000008244,F008244,Tamil Nadu,TamilDist139,5.32,Cotton,Rainfed,Loam
100000008245,F008245,Maharashtra,MaharashtraDist133,1.04,Soybean,Canal,Clay
100000008246,F008246,Bihar,BiharDist134,0.62,Wheat,Borewell,Sandy
100000008247,F008247,Uttarakhand,UttarakhandDist163,1.85,Rice,Canal,Sandy
100000008248,F008248,Bihar,BiharDist80,1.32,Wheat,Rainfed,Clay
100000008249,F008249,Sikkim,SikkimDist80,20.0,Potato,Canal,Sandy
100000008250,F008250,Arunachal Pradesh,ArunachalDist51,3.13,Paddy,Rainfed,Clay
100000008251,F008251,Assam,AssamDist170,1.31,Tea,Canal,Loam
100000008252,F008252,Mizoram,MizoramDist130,0.78,Maize,Borewell,Sandy
100000008253,F008253,West Bengal,WestDist139,0.4,Paddy,Borewell,Clay
100000008254,F008254,West Bengal,WestDist79,0.8,Jute,Borewell,Loam
100000008255,F008255,Tripura,TripuraDist32,2.0,Maize,Rainfed,Clay
100000008256,F008256,West Bengal,WestDist50,5.71,Jute,Rainfed,Clay
100000008257,F008257,West Bengal,WestDist29,4.47,Maize,Rainfed,Loam
100000008258,F008258,Telangana,TelanganaDist200,2.19,Paddy,Borewell,Loam
100000008259,F008259,Haryana,HaryanaDist175,1.41,Cotton,Rainfed,Sandy
100000008260,F008260,Maharashtra,MaharashtraDist120,2.26,Maize,Borewell,Loam
100000008261,F008261,Goa,GoaDist171,1.2,Paddy,Rainfed,Clay
100000008262,F008262,Punjab,PunjabDist113,7.2,Paddy,Rainfed,Clay
100000008263,F008263,Meghalaya,MeghalayaDist82,1.57,Paddy,Borewell,Sandy
100000008264,F008264,Karnataka,KarnatakaDist116,1.7,Paddy,Borewell,Loam
100000008265,F008265,Goa,GoaDist115,0.31,Paddy,Borewell,Sandy
100000008266,F008266,Haryana,HaryanaDist162,1.56,Wheat,Rainfed,Sandy
100000008267,F008267,Maharashtra,MaharashtraDist189,3.56,Maize,Borewell,Loam
100000008268,F008268,Kerala,KeralaDist31,0.78,Coconut,Rainfed,Loam
100000008269,F008269,Madhya Pradesh,MadhyaDist70,1.0,Soybean,Borewell,Clay
100000008270,F008270,Uttar Pradesh,UttarDist5,3.44,Sugarcane,Borewell,Clay
100000008271,F008271,Gujarat,GujaratDist161,0.56,Cotton,Borewell,Sandy
100000008272,F008272,Mizoram,MizoramDist86,4.25,Maize,Rainfed,Clay
100000008273,F008273,Haryana,HaryanaDist130,1.19,Wheat,Canal,Sandy
100000008274,F008274,Mizoram,MizoramDist3,1.34,Maize,Rainfed,Clay
100000008275,F008275,Haryana,HaryanaDist136,0.74,Paddy,Borewell,Clay
100000008276,F008276,Manipur,ManipurDist172,2.47,Paddy,Rainfed,Clay
100000008277,F008277,Telangana,TelanganaDist123,13.04,Cotton,Canal,Clay
100000008278,F008278,Arunachal Pradesh,ArunachalDist19,3.4,Millet,Rainfed,Clay
100000008279,F008279,Rajasthan,RajasthanDist85,0.91,Bajra,Borewell,Clay
100000008280,F008280,Rajasthan,RajasthanDist144,4.52,Wheat,Borewell,Clay
100000008281,F008281,Uttar Pradesh,UttarDist8,1.41,Sugarcane,Borewell,Loam
100000008282,F008282,Mizoram,MizoramDist83,5.47,Paddy,Canal,Loam
100000008283,F008283,Rajasthan,RajasthanDist68,3.47,Cotton,Borewell,Loam
100000008284,F008284,Karnataka,KarnatakaDist190,0.2,Ragi,Canal,Loam
100000008285,F008285,West Bengal,WestDist144,0.82,Paddy,Canal,Clay
100000008286,F008286,Arunachal Pradesh,ArunachalDist8,3.88,Millet,Canal,Clay
100000008287,F008287,Kerala,KeralaDist179,2.06,Paddy,Borewell,Loam
100000008288,F008288,Telangana,TelanganaDist52,0.8,Paddy,Rainfed,Sandy
100000008289,F008289,Mizoram,MizoramDist111,1.1,Paddy,Borewell,Loam
100000008290,F008290,Bihar,BiharDist67,0.4,Maize,Borewell,Loam
100000008291,F008291,Assam,AssamDist99,1.7,Tea,Rainfed,Loam
100000008292,F008292,Kerala,KeralaDist186,10.68,Rubber,Borewell,Sandy
100000008293,F008293,Rajasthan,RajasthanDist157,3.47,Cotton,Rainfed,Sandy
100000008294,F008294,Himachal Pradesh,HimachalDist156,10.51,Paddy,Rainfed,Sandy
100000008295,F008295,West Bengal,WestDist85,3.69,Paddy,Rainfed,Sandy
100000008296,F008296,Odisha,OdishaDist166,4.15,Paddy,Borewell,Sandy
100000008297,F008297,Tripura,TripuraDist129,8.84,Maize,Borewell,Clay
100000008298,F008298,Himachal Pradesh,HimachalDist60,2.46,Paddy,Canal,Sandy
100000008299,F008299,Arunachal Pradesh,ArunachalDist9,1.57,Millet,Borewell,Clay
100000008300,F008300,Rajasthan,RajasthanDist114,4.16,Cotton,Canal,Loam
100000008301,F008301,Maharashtra,MaharashtraDist194,5.83,Cotton,Canal,Sandy
100000008302,F008302,Haryana,HaryanaDist168,1.24,Paddy,Canal,Loam
100000008303,F008303,Rajasthan,RajasthanDist173,1.02,Wheat,Borewell,Clay
100000008304,F008304,Chhattisgarh,ChhattisgarhDist175,2.04,Maize,Canal,Loam
100000008305,F008305,Uttar Pradesh,UttarDist174,3.54,Paddy,Borewell,Loam
100000008306,F008306,Uttar Pradesh,UttarDist92,3.45,Wheat,Canal,Sandy
100000008307,F008307,Assam,AssamDist139,0.58,Tea,Borewell,Loam
100000008308,F008308,Telangana,TelanganaDist79,8.41,Cotton,Rainfed,Clay
100000008309,F008309,Haryana,HaryanaDist110,1.09,Paddy,Rainfed,Loam
100000008310,F008310,Uttar Pradesh,UttarDist74,1.47,Sugarcane,Rainfed,Loam
100000008311,F008311,Nagaland,NagalandDist183,0.89,Paddy,Rainfed,Sandy
100000008312,F008312,West Bengal,WestDist116,15.78,Paddy,Canal,Sandy
100000008313,F008313,Haryana,HaryanaDist117,2.21,Wheat,Borewell,Loam
100000008314,F008314,Sikkim,SikkimDist30,0.92,Potato,Rainfed,Sandy
100000008315,F008315,Tamil Nadu,TamilDist68,3.64,Sugarcane,Borewell,Clay
100000008316,F008316,Uttarakhand,UttarakhandDist134,3.37,Wheat,Rainfed,Clay
100000008317,F008317,Nagaland,NagalandDist13,1.57,Paddy,Borewell,Sandy
100000008318,F008318,Manipur,ManipurDist82,3.57,Maize,Borewell,Sandy
100000008319,F008319,Nagaland,NagalandDist152,0.94,Maize,Borewell,Clay
100000008320,F008320,Tamil Nadu,TamilDist98,1.23,Sugarcane,Rainfed,Loam
100000008321,F008321,Andhra Pradesh,AndhraDist33,0.36,Maize,Borewell,Sandy
100000008322,F008322,Gujarat,GujaratDist190,0.63,Paddy,Borewell,Clay
100000008323,F008323,Uttarakhand,UttarakhandDist177,7.74,Wheat,Borewell,Clay
100000008324,F008324,Goa,GoaDist44,6.77,Cashew,Borewell,Sandy
100000008325,F008325,Madhya Pradesh,MadhyaDist162,1.92,Maize,Rainfed,Clay
100000008326,F008326,Tamil Nadu,TamilDist156,6.89,Cotton,Rainfed,Sandy
100000008327,F008327,Uttar Pradesh,UttarDist59,1.6,Wheat,Rainfed,Loam
100000008328,F008328,Gujarat,GujaratDist54,1.5,Paddy,Borewell,Clay
100000008329,F008329,Jharkhand,JharkhandDist80,1.91,Pulses,Rainfed,Clay
100000008330,F008330,Maharashtra,MaharashtraDist25,1.65,Maize,Borewell,Clay
100000008331,F008331,Madhya Pradesh,MadhyaDist193,1.53,Wheat,Borewell,Sandy
100000008332,F008332,Jharkhand,JharkhandDist66,4.55,Paddy,Canal,Loam
100000008333,F008333,Uttarakhand,UttarakhandDist173,2.05,Wheat,Borewell,Loam
100000008334,F008334,Madhya Pradesh,MadhyaDist197,3.22,Wheat,Borewell,Sandy
100000008335,F008335,Karnataka,KarnatakaDist128,4.16,Sugarcane,Rainfed,Loam
100000008336,F008336,Arunachal Pradesh,ArunachalDist61,2.49,Paddy,Canal,Loam
100000008337,F008337,Andhra Pradesh,AndhraDist199,0.84,Groundnut,Canal,Clay
100000008338,F008338,Madhya Pradesh,MadhyaDist112,0.62,Soybean,Borewell,Clay
100000008339,F008339,Arunachal Pradesh,ArunachalDist83,2.05,Paddy,Rainfed,Sandy
100000008340,F008340,Tripura,TripuraDist128,1.59,Maize,Borewell,Clay
100000008341,F008341,Uttar Pradesh,UttarDist82,1.95,Sugarcane,Rainfed,Loam
100000008342,F008342,Chhattisgarh,ChhattisgarhDist130,1.8,Maize,Canal,Sandy
100000008343,F008343,Haryana,HaryanaDist112,14.39,Cotton,Rainfed,Clay
100000008344,F008344,Himachal Pradesh,HimachalDist84,0.63,Maize,Rainfed,Clay
100000008345,F008345,Nagaland,NagalandDist59,0.37,Paddy,Rainfed,Sandy
100000008346,F008346,Andhra Pradesh,AndhraDist165,2.38,Paddy,Borewell,Loam
100000008347,F008347,Madhya Pradesh,MadhyaDist174,1.35,Maize,Rainfed,Loam
100000008348,F008348,Haryana,HaryanaDist73,2.35,Wheat,Borewell,Loam
100000008349,F008349,Andhra Pradesh,AndhraDist180,2.91,Maize,Borewell,Loam
100000008350,F008350,Assam,AssamDist184,5.09,Tea,Canal,Loam
100000008351,F008351,Chhattisgarh,ChhattisgarhDist29,0.55,Soybean,Canal,Clay
100000008352,F008352,Jharkhand,JharkhandDist15,1.17,Maize,Rainfed,Sandy
100000008353,F008353,Haryana,HaryanaDist17,2.57,Paddy,Borewell,Sandy
100000008354,F008354,Jharkhand,JharkhandDist135,3.37,Paddy,Rainfed,Sandy
100000008355,F008355,Punjab,PunjabDist21,10.54,Wheat,Borewell,Loam
100000008356,F008356,Uttar Pradesh,UttarDist99,3.91,Sugarcane,Rainfed,Loam
100000008357,F008357,Arunachal Pradesh,ArunachalDist92,1.74,Paddy,Rainfed,Sandy
100000008358,F008358,Manipur,ManipurDist162,0.89,Paddy,Canal,Clay
100000008359,F008359,Jharkhand,JharkhandDist33,1.16,Pulses,Borewell,Sandy
100000008360,F008360,Tripura,TripuraDist77,1.13,Maize,Rainfed,Sandy
100000008361,F008361,Tamil Nadu,TamilDist66,3.08,Paddy,Borewell,Loam
100000008362,F008362,Telangana,TelanganaDist160,2.24,Maize,Borewell,Loam
100000008363,F008363,Tamil Nadu,TamilDist61,0.63,Sugarcane,Borewell,Clay
100000008364,F008364,Tripura,TripuraDist28,1.29,Maize,Borewell,Clay
100000008365,F008365,Haryana,HaryanaDist161,3.68,Wheat,Rainfed,Sandy
100000008366,F008366,Haryana,HaryanaDist53,2.41,Wheat,Borewell,Sandy
100000008367,F008367,Tamil Nadu,TamilDist55,2.87,Sugarcane,Rainfed,Sandy
100000008368,F008368,Telangana,TelanganaDist27,2.48,Maize,Rainfed,Sandy
100000008369,F008369,Mizoram,MizoramDist150,6.69,Paddy,Rainfed,Sandy
100000008370,F008370,Odisha,OdishaDist133,2.2,Paddy,Rainfed,Loam
100000008371,F008371,Uttar Pradesh,UttarDist6,1.34,Sugarcane,Borewell,Sandy
100000008372,F008372,Goa,GoaDist170,0.88,Paddy,Rainfed,Sandy
100000008373,F008373,Telangana,TelanganaDist165,2.22,Cotton,Borewell,Loam
100000008374,F008374,Uttar Pradesh,UttarDist144,0.26,Sugarcane,Borewell,Sandy
100000008375,F008375,Andhra Pradesh,AndhraDist129,1.57,Maize,Canal,Clay
100000008376,F008376,Arunachal Pradesh,ArunachalDist70,1.55,Millet,Canal,Sandy
100000008377,F008377,Goa,GoaDist70,0.61,Paddy,Rainfed,Sandy
100000008378,F008378,Mizoram,MizoramDist38,0.87,Maize,Rainfed,Sandy
100000008379,F008379,Odisha,OdishaDist40,3.48,Paddy,Rainfed,Clay
100000008380,F008380,Rajasthan,RajasthanDist148,2.19,Wheat,Canal,Sandy
100000008381,F008381,Nagaland,NagalandDist160,1.98,Paddy,Rainfed,Loam
100000008382,F008382,Madhya Pradesh,MadhyaDist200,2.33,Soybean,Borewell,Sandy
100000008383,F008383,Haryana,HaryanaDist108,1.96,Paddy,Canal,Clay
100000008384,F008384,Manipur,ManipurDist175,4.92,Paddy,Rainfed,Loam
100000008385,F008385,Manipur,ManipurDist152,2.01,Paddy,Canal,Loam
100000008386,F008386,Madhya Pradesh,MadhyaDist171,0.57,Soybean,Rainfed,Clay
100000008387,F008387,Himachal Pradesh,HimachalDist13,6.71,Maize,Canal,Sandy
100000008388,F008388,Meghalaya,MeghalayaDist169,2.45,Paddy,Borewell,Loam
100000008389,F008389,Gujarat,GujaratDist86,1.14,Paddy,Borewell,Sandy
100000008390,F008390,West Bengal,WestDist172,0.67,Maize,Borewell,Sandy
100000008391,F008391,Jharkhand,JharkhandDist137,2.5,Maize,Canal,Sandy
100000008392,F008392,Sikkim,SikkimDist192,1.66,Potato,Rainfed,Loam
100000008393,F008393,Karnataka,KarnatakaDist179,6.42,Sugarcane,Canal,Loam
100000008394,F008394,Sikkim,SikkimDist60,1.38,Paddy,Rainfed,Sandy
100000008395,F008395,Rajasthan,RajasthanDist71,0.93,Bajra,Canal,Sandy
100000008396,F008396,Maharashtra,MaharashtraDist14,3.73,Soybean,Borewell,Clay
100000008397,F008397,Karnataka,KarnatakaDist53,3.82,Paddy,Borewell,Loam
100000008398,F008398,Gujarat,GujaratDist74,2.09,Cotton,Rainfed,Clay
100000008399,F008399,Punjab,PunjabDist66,3.13,Paddy,Rainfed,Loam
100000008400,F008400,Andhra Pradesh,AndhraDist134,1.77,Paddy,Borewell,Loam
100000008401,F008401,West Bengal,WestDist134,2.2,Maize,Borewell,Loam
100000008402,F008402,West Bengal,WestDist37,4.63,Jute,Rainfed,Clay
100000008403,F008403,Arunachal Pradesh,ArunachalDist131,3.0,Millet,Borewell,Sandy
100000008404,F008404,Goa,GoaDist24,1.59,Cashew,Borewell,Sandy
100000008405,F008405,Jharkhand,JharkhandDist129,5.38,Pulses,Rainfed,Clay
100000008406,F008406,Tamil Nadu,TamilDist27,0.27,Paddy,Canal,Sandy
100000008407,F008407,Tripura,TripuraDist196,9.41,Paddy,Rainfed,Sandy
100000008408,F008408,Chhattisgarh,ChhattisgarhDist96,0.47,Maize,Rainfed,Clay
100000008409,F008409,Manipur,ManipurDist51,1.1,Paddy,Canal,Sandy
100000008410,F008410,Karnataka,KarnatakaDist80,1.76,Paddy,Canal,Loam
100000008411,F008411,Uttarakhand,UttarakhandDist52,1.62,Wheat,Borewell,Clay
100000008412,F008412,Bihar,BiharDist49,4.08,Wheat,Rainfed,Sandy
100000008413,F008413,Maharashtra,MaharashtraDist196,0.78,Soybean,Borewell,Loam
100000008414,F008414,Goa,GoaDist6,2.24,Paddy,Canal,Sandy
100000008415,F008415,Himachal Pradesh,HimachalDist106,1.15,Maize,Borewell,Sandy
100000008416,F008416,Assam,AssamDist9,2.31,Paddy,Borewell,Loam
100000008417,F008417,Madhya Pradesh,MadhyaDist67,1.73,Wheat,Borewell,Sandy
100000008418,F008418,Telangana,TelanganaDist176,1.96,Cotton,Borewell,Loam
100000008419,F008419,Punjab,PunjabDist18,1.17,Paddy,Canal,Sandy
100000008420,F008420,Sikkim,SikkimDist149,1.21,Potato,Rainfed,Sandy
100000008421,F008421,Odisha,OdishaDist9,2.29,Paddy,Canal,Sandy
100000008422,F008422,West Bengal,WestDist175,3.88,Jute,Canal,Sandy
100000008423,F008423,Nagaland,NagalandDist61,1.13,Paddy,Rainfed,Clay
100000008424,F008424,Tamil Nadu,TamilDist34,0.91,Paddy,Canal,Loam
100000008425,F008425,Himachal Pradesh,HimachalDist181,2.98,Apple,Rainfed,Loam
100000008426,F008426,Madhya Pradesh,MadhyaDist187,1.78,Soybean,Canal,Clay
100000008427,F008427,Telangana,TelanganaDist167,3.54,Paddy,Borewell,Sandy
100000008428,F008428,Madhya Pradesh,MadhyaDist3,0.88,Soybean,Canal,Sandy
100000008429,F008429,Tripura,TripuraDist146,0.44,Maize,Borewell,Clay
100000008430,F008430,Telangana,TelanganaDist76,1.19,Paddy,Borewell,Loam
100000008431,F008431,West Bengal,WestDist32,0.99,Paddy,Rainfed,Clay
100000008432,F008432,Haryana,HaryanaDist76,1.71,Cotton,Rainfed,Loam
100000008433,F008433,Uttarakhand,UttarakhandDist136,1.09,Rice,Rainfed,Clay
100000008434,F008434,Sikkim,SikkimDist39,3.3,Potato,Borewell,Clay
100000008435,F008435,Andhra Pradesh,AndhraDist13,1.45,Maize,Borewell,Clay
100000008436,F008436,Karnataka,KarnatakaDist44,2.06,Sugarcane,Borewell,Loam
100000008437,F008437,Rajasthan,RajasthanDist5,2.07,Cotton,Borewell,Sandy
100000008438,F008438,Arunachal Pradesh,ArunachalDist147,2.13,Millet,Borewell,Sandy
100000008439,F008439,Uttarakhand,UttarakhandDist49,1.79,Rice,Rainfed,Clay
100000008440,F008440,Goa,GoaDist77,2.74,Paddy,Borewell,Sandy
100000008441,F008441,Himachal Pradesh,HimachalDist132,0.96,Maize,Canal,Loam
100000008442,F008442,Kerala,KeralaDist1,5.58,Coconut,Rainfed,Loam
100000008443,F008443,Uttar Pradesh,UttarDist131,1.51,Paddy,Borewell,Loam
100000008444,F008444,Chhattisgarh,ChhattisgarhDist188,0.64,Paddy,Borewell,Loam
100000008445,F008445,Odisha,OdishaDist185,2.12,Groundnut,Borewell,Loam
100000008446,F008446,Tripura,TripuraDist81,0.92,Paddy,Borewell,Sandy
100000008447,F008447,Uttarakhand,UttarakhandDist183,3.1,Rice,Rainfed,Clay
100000008448,F008448,Himachal Pradesh,HimachalDist149,10.67,Maize,Borewell,Loam
100000008449,F008449,Karnataka,KarnatakaDist77,0.97,Maize,Borewell,Loam
100000008450,F008450,Sikkim,SikkimDist64,2.38,Paddy,Rainfed,Sandy
100000008451,F008451,Rajasthan,RajasthanDist32,0.45,Wheat,Rainfed,Sandy
100000008452,F008452,Punjab,PunjabDist171,2.62,Paddy,Rainfed,Sandy
100000008453,F008453,Bihar,BiharDist71,0.9,Wheat,Rainfed,Sandy
100000008454,F008454,Uttar Pradesh,UttarDist75,1.11,Wheat,Rainfed,Clay
100000008455,F008455,Bihar,BiharDist36,0.76,Paddy,Rainfed,Clay
100000008456,F008456,Uttarakhand,UttarakhandDist162,3.27,Rice,Borewell,Clay
100000008457,F008457,Andhra Pradesh,AndhraDist38,4.08,Groundnut,Borewell,Loam
100000008458,F008458,Rajasthan,RajasthanDist187,1.86,Cotton,Canal,Loam
100000008459,F008459,Tamil Nadu,TamilDist119,0.91,Paddy,Borewell,Sandy
100000008460,F008460,Punjab,PunjabDist37,6.5,Wheat,Rainfed,Clay
100000008461,F008461,Manipur,ManipurDist34,1.0,Maize,Rainfed,Loam
100000008462,F008462,Karnataka,KarnatakaDist12,0.32,Maize,Rainfed,Loam
100000008463,F008463,Manipur,ManipurDist142,2.63,Paddy,Borewell,Sandy
100000008464,F008464,Uttarakhand,UttarakhandDist173,0.75,Wheat,Rainfed,Sandy
100000008465,F008465,Chhattisgarh,ChhattisgarhDist193,4.02,Soybean,Canal,Clay
